product_id,name,sub_brand,url,sale_price,mrp,discount_amount,discount_pct
JQ7199,Lightblaze Shoes,Sportswear,https://www.adidas.co.in/lightblaze-shoes/JQ7199.html,6999.5,9999,2999.5,30.0
JJ5792,LAUFEN Speed Running Shoes,Performance,https://www.adidas.co.in/laufen-speed-running-shoes/JJ5792.html,2799.5,5599,2799.5,50.0
IU6377,ZAPID SHOES,Performance,https://www.adidas.co.in/zapid-shoes/IU6377.html,2499.5,4999,2499.5,50.0
IH7758,Runfalcon 5 Running Shoes,Performance,https://www.adidas.co.in/runfalcon-5-running-shoes/IH7758.html,4619.5,6599,1979.5,30.0
IH6818,SAMBA OG SHOES,Originals,https://www.adidas.co.in/samba-og-shoes/IH6818.html,8399.5,11999,3599.5,30.0
EX2039,CLEAR FACTOR SHOES,Performance,https://www.adidas.co.in/clear-factor-shoes/EX2039.html,1799.5,3599,1799.5,50.0
IU6705,ZAPCORE SHOES,Performance,https://www.adidas.co.in/zapcore-shoes/IU6705.html,2399.5,4799,2399.5,50.0
KK7336,VL COURT BASE IKD,Sportswear,https://www.adidas.co.in/vl-court-base-ikd/KK7336.html,2999.5,5999,2999.5,50.0
JR0881,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/JR0881.html,10999.0,10999,0.0,0.0
IH1472,GRAND COURT 3.0 SHOES,Sportswear,https://www.adidas.co.in/grand-court-3.0-shoes/IH1472.html,3999.5,7999,3999.5,50.0
GA1047,MISTICO  FLIP-FLOPS,Sportswear,https://www.adidas.co.in/mistico--flip-flops--/GA1047.html,649.5,1299,649.5,50.0
ID8812,Ultraboost 5 Shoes,Performance,https://www.adidas.co.in/ultraboost-5-shoes/ID8812.html,17999.0,17999,0.0,0.0
IH1476,GRAND COURT 3.0 SHOES,Sportswear,https://www.adidas.co.in/grand-court-3.0-shoes/IH1476.html,3999.5,7999,3999.5,50.0
KK1703,Yompzee Flip Flops,Sportswear,https://www.adidas.co.in/yompzee-flip-flops/KK1703.html,1399.5,1999,599.5,30.0
HQ4853,CLOUDFOAM FLEX LACES SHOES,Sportswear,https://www.adidas.co.in/cloudfoam-flex-laces-shoes/HQ4853.html,4999.0,4999,0.0,0.0
JQ4336,SUPERNOVA EASE 2 M RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ4336.html,4999.5,9999,4999.5,50.0
JR9053,F50 CLUB Firm Ground / Multi Ground Football Boots,Performance,https://www.adidas.co.in/f50-club-firm-ground-multi-ground-football-boots/JR9053.html,5999.0,5999,0.0,0.0
ID8813,Ultraboost 5 Shoes,Performance,https://www.adidas.co.in/ultraboost-5-shoes/ID8813.html,17999.0,17999,0.0,0.0
HQ2471,ADILETTE COMFORT 2.0 SLIDES,Sportswear,https://www.adidas.co.in/adilette-comfort-2.0-slides/HQ2471.html,2499.5,4999,2499.5,50.0
JQ8502,SUPERNOVA RISE 3 RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-rise-3-running-shoes/JQ8502.html,10499.5,14999,4499.5,30.0
KK3482,CLOUDFOAM FLEX RAPIDFIT SHOES,Sportswear,https://www.adidas.co.in/cloudfoam-flex-rapidfit-shoes/KK3482.html,4899.5,6999,2099.5,30.0
IH6591,HANDBALL SPEZIAL SHOES,Originals,https://www.adidas.co.in/handball-spezial-shoes/IH6591.html,10999.0,10999,0.0,0.0
IU6247,ASTOUNDRUN SHOES,Performance,https://www.adidas.co.in/astoundrun-shoes/IU6247.html,2149.5,4299,2149.5,50.0
KI6109,adilette Comfort MER Slides,Performance,https://www.adidas.co.in/adilette-comfort-mer-slides/KI6109.html,5599.0,5599,0.0,0.0
IE1377,Samba XLG Shoes,Originals,https://www.adidas.co.in/samba-xlg-shoes/IE1377.html,11999.0,11999,0.0,0.0
JQ0482,COPA PURE IV LEAGUE Firm Ground Football Boots,Performance,https://www.adidas.co.in/copa-pure-iv-league-firm-ground-football-boots/JQ0482.html,8599.0,8599,0.0,0.0
KJ4419,MEGARIDE F50 SHOES,Originals,https://www.adidas.co.in/megaride-f50-shoes/KJ4419.html,17999.0,17999,0.0,0.0
FU8299,Adilette Lite Slides,Originals,https://www.adidas.co.in/adilette-lite-slides/FU8299.html,2099.5,2999,899.5,30.0
IQ8910,DUVENTO SHOES,Performance,https://www.adidas.co.in/duvento-shoes/IQ8910.html,2799.5,5599,2799.5,50.0
JR0883,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/JR0883.html,7699.5,10999,3299.5,30.0
IG1024,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/IG1024.html,7699.5,10999,3299.5,30.0
KK1702,Yompzee Flip Flops,Sportswear,https://www.adidas.co.in/yompzee-flip-flops/KK1702.html,1399.5,1999,599.5,30.0
IQ9816,POMAZOR SHOES,Sportswear,https://www.adidas.co.in/pomazor-shoes/IQ9816.html,1799.5,3599,1799.5,50.0
KJ3671,SUPERNOVA RISE 3 MERCEDES AMG PETRONAS F1 TEAM Shoes,Performance,https://www.adidas.co.in/supernova-rise-3-mercedes-amg-petronas-f1-team-shoes/KJ3671.html,11199.5,15999,4799.5,30.0
JS4973,Adilette Comfort 2.0 Spain Slides,Sportswear,https://www.adidas.co.in/adilette-comfort-2.0-spain-slides/JS4973.html,5299.0,5299,0.0,0.0
KJ1828,SUPERNOVA EASE 2 RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-ease-2-running-shoes/KJ1828.html,6999.5,9999,2999.5,30.0
KK7330,VS Pace 2.0 IKD Shoes,Sportswear,https://www.adidas.co.in/vs-pace-2.0-ikd-shoes/KK7330.html,2999.5,5999,2999.5,50.0
JI2318,Barreda Decode Shoes,Sportswear,https://www.adidas.co.in/barreda-decode-shoes/JI2318.html,6299.5,8999,2699.5,30.0
IH6820,SAMBA OG SHOES,Originals,https://www.adidas.co.in/samba-og-shoes/IH6820.html,10999.0,10999,0.0,0.0
JQ9720,SL 72 RS SHOES,Originals,https://www.adidas.co.in/sl-72-rs-shoes/JQ9720.html,6999.5,9999,2999.5,30.0
JQ5859,SUPERNOVA EASE 2 M RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ5859.html,4999.5,9999,4999.5,50.0
KL1810,Ultimashow IKD Shoes,Sportswear,https://www.adidas.co.in/ultimashow-ikd-shoes/KL1810.html,2799.5,5599,2799.5,50.0
KI6084,ADILETTE COMFORT AUDI REVOLUT F1 TEAM SLIDES,Performance,https://www.adidas.co.in/adilette-comfort-audi-revolut-f1-team-slides/KI6084.html,5599.0,5599,0.0,0.0
JQ9722,SL 72 RS SHOES,Originals,https://www.adidas.co.in/sl-72-rs-shoes/JQ9722.html,6999.5,9999,2999.5,30.0
HQ4199,ULTRABOOST 1.0 SHOES,Sportswear,https://www.adidas.co.in/ultraboost-1.0-shoes/HQ4199.html,8999.5,17999,8999.5,50.0
IF4135,Advantage Base 2.0 Shoes,Sportswear,https://www.adidas.co.in/advantage-base-2.0-shoes/IF4135.html,3299.5,6599,3299.5,50.0
GA1169,EXCELCOURT SHOES,Sportswear,https://www.adidas.co.in/excelcourt-shoes/GA1169.html,2799.5,5599,2799.5,50.0
KK3391,Megaride S4 Shoes,Originals,https://www.adidas.co.in/megaride-s4-shoes/KK3391.html,14999.0,14999,0.0,0.0
F35543,Adilette Aqua Slides,Sportswear,https://www.adidas.co.in/adilette-aqua-slides/F35543.html,1999.0,1999,0.0,0.0
JP5938,Astrastar Shoes,Sportswear,https://www.adidas.co.in/astrastar-shoes/JP5938.html,7999.0,7999,0.0,0.0
JQ4335,SUPERNOVA EASE 2 M RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ4335.html,4999.5,9999,4999.5,50.0
288022,ADILETTE SLIDES,Originals,https://www.adidas.co.in/adilette-slides/288022.html,3999.0,3999,0.0,0.0
JR0890,Samba OG Shoes,Originals,https://www.adidas.co.in/samba-og-shoes/JR0890.html,11999.0,11999,0.0,0.0
JP8985,JABBAR LO Shoes,Originals,https://www.adidas.co.in/jabbar-lo-shoes/JP8985.html,6999.5,9999,2999.5,30.0
JP8277,Streettalk,Sportswear,https://www.adidas.co.in/streettalk/JP8277.html,3299.5,6599,3299.5,50.0
KK7460,Advantage IKD Shoes,Sportswear,https://www.adidas.co.in/advantage-ikd-shoes/KK7460.html,3999.5,7999,3999.5,50.0
KI4764,ADIZERO EVO SL EXO Shoes,Performance,https://www.adidas.co.in/adizero-evo-sl-exo-shoes/KI4764.html,15999.0,15999,0.0,0.0
IG9183,Advantage Base 2.0 Shoes,Sportswear,https://www.adidas.co.in/advantage-base-2.0-shoes/IG9183.html,3299.5,6599,3299.5,50.0
KI6463,Lightrun Bold 2 Shoes,Performance,https://www.adidas.co.in/lightrun-bold-2-shoes/KI6463.html,2399.5,4799,2399.5,50.0
JK3801,Air-GlowRun Shoes,Performance,https://www.adidas.co.in/air-glowrun-shoes/JK3801.html,1999.5,3999,1999.5,50.0
HQ9344,LIGHTBLAZE SHOES,Sportswear,https://www.adidas.co.in/lightblaze-shoes/HQ9344.html,6999.5,9999,2999.5,30.0
KJ1203,SL 72 RS AUDI REVOLUT F1 TEAM SHOES,Originals,https://www.adidas.co.in/sl-72-rs-audi-revolut-f1-team-shoes/KJ1203.html,7699.5,10999,3299.5,30.0
JK7778,Questcrest Shoes,TERREX,https://www.adidas.co.in/questcrest-shoes/JK7778.html,2299.5,4599,2299.5,50.0
JQ0597,Tokyo Shoes,Originals,https://www.adidas.co.in/tokyo-shoes/JQ0597.html,9999.0,9999,0.0,0.0
KJ6779,AeroEchoZest 2 Shoes,Performance,https://www.adidas.co.in/aeroechozest-2-shoes/KJ6779.html,2399.5,4799,2399.5,50.0
JS0378,PREDATOR ELITE Fold-Over Tongue Firm Ground Football Boots,Performance,https://www.adidas.co.in/predator-elite-fold-over-tongue-firm-ground-football-boots/JS0378.html,19599.5,27999,8399.5,30.0
KJ9157,Base Switch 2 Shoes,Performance,https://www.adidas.co.in/base-switch-2-shoes/KJ9157.html,1999.5,3999,1999.5,50.0
KI5032,SUPERNOVA EASE 2 RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-ease-2-running-shoes/KI5032.html,9999.0,9999,0.0,0.0
280648,ADILETTE SLIDES,Originals,https://www.adidas.co.in/adilette-slides/280648.html,3999.0,3999,0.0,0.0
KJ6178,ADIDAS FEROZA BASE AUDI REVOLUT F1 TEAM SHOES,Performance,https://www.adidas.co.in/adidas-feroza-base-audi-revolut-f1-team-shoes/KJ6178.html,6299.5,8999,2699.5,30.0
EY3120,CORE LINEAR EEZAY 2019 SLIPPERS,Sportswear,https://www.adidas.co.in/core-linear-eezay-2019-slippers/EY3120.html,1199.5,1999,799.5,40.0
CM4882,SPORT INSPIRED THROB SHOES,Performance,https://www.adidas.co.in/sport-inspired-throb-shoes/CM4882.html,1799.5,3599,1799.5,50.0
GA1168,EXCELCOURT SHOES,Sportswear,https://www.adidas.co.in/excelcourt-shoes/GA1168.html,2799.5,5599,2799.5,50.0
JR6673,Ownthegame 3.0 Shoes,Performance,https://www.adidas.co.in/ownthegame-3.0-shoes/JR6673.html,6599.0,6599,0.0,0.0
KJ9136,Basenew 2 Shoes,Performance,https://www.adidas.co.in/basenew-2-shoes/KJ9136.html,2149.5,4299,2149.5,50.0
JS2171,Ownthegame 3.0 Shoes,Performance,https://www.adidas.co.in/ownthegame-3.0-shoes/JS2171.html,4619.5,6599,1979.5,30.0
KK7472,Advantage IKD Shoes,Sportswear,https://www.adidas.co.in/advantage-ikd-shoes/KK7472.html,3999.5,7999,3999.5,50.0
JR8992,F50 League Firm Ground / Multi Ground Football Boots,Performance,https://www.adidas.co.in/f50-league-firm-ground-multi-ground-football-boots/JR8992.html,8999.0,8999,0.0,0.0
JP8680,SUPERNOVA RISE 3 RUNNING SHOES,Performance,https://www.adidas.co.in/supernova-rise-3-running-shoes/JP8680.html,8999.5,14999,5999.5,40.0
GB2494,MASTER GLIDE SHOES,Performance,https://www.adidas.co.in/master-glide-shoes/GB2494.html,2299.5,4599,2299.5,50.0
JK7174,Basic Run-Lines Shoes,Performance,https://www.adidas.co.in/basic-run-lines-shoes/JK7174.html,1999.5,3999,1999.5,50.0
